linenumber,timecode_in,timecode_out,text,season,episode,episode_name
379,00:17:17.937,00:17:19.771,"trust no one, trust no one.",S02,E15,The Last Mabelcorn
380,00:17:19.773,00:17:21.239,- trust... - hand it to me.,S02,E15,The Last Mabelcorn
381,00:17:30.115,00:17:31.883,let go of me.,S02,E15,The Last Mabelcorn
382,00:17:31.885,00:17:33.251,now just calm down.,S02,E15,The Last Mabelcorn
383,00:17:33.253,00:17:35.053,calm down. look into my eyes.,S02,E15,The Last Mabelcorn
384,00:17:35.055,00:17:36.621,look at my pupils.,S02,E15,The Last Mabelcorn
385,00:17:36.623,00:17:38.623,"it's me, dipper. it's me.",S02,E15,The Last Mabelcorn
386,00:17:38.625,00:17:41.759,i tried to erase your mind.,S02,E15,The Last Mabelcorn
387,00:17:41.761,00:17:43.594,i'm so sorry.,S02,E15,The Last Mabelcorn
388,00:17:43.596,00:17:45.897,"it's okay, dipper.",S02,E15,The Last Mabelcorn
389,00:17:45.899,00:17:48.332,"besides, my mind can't be erased anyway, remember? ( clanging )",S02,E15,The Last Mabelcorn
390,00:17:48.334,00:17:49.834,"if that really was bill, though,",S02,E15,The Last Mabelcorn
391,00:17:49.836,00:17:51.636,you would've done great.,S02,E15,The Last Mabelcorn
392,00:17:51.638,00:17:53.738,i should've been more like you when i was young.,S02,E15,The Last Mabelcorn
393,00:17:53.740,00:17:56.707,"dipper, i was a fool to try to hide all this.",S02,E15,The Last Mabelcorn
394,00:17:56.709,00:17:58.743,the reason i've been trying to prepare you,S02,E15,The Last Mabelcorn
395,00:17:58.745,00:18:01.012,for bill's tricks is because bill tricked me.,S02,E15,The Last Mabelcorn
396,00:18:01.014,00:18:03.714,it's the biggest regret of my life.,S02,E15,The Last Mabelcorn
397,00:18:03.716,00:18:05.249,"bill wasn't always my enemy, dipper.",S02,E15,The Last Mabelcorn
398,00:18:05.251,00:18:07.618,"i used to think he was my friend,",S02,E15,The Last Mabelcorn
399,00:18:07.620,00:18:09.654,"long, long ago.",S02,E15,The Last Mabelcorn
400,00:18:09.656,00:18:11.322,i had hit a roadblock in my investigation,S02,E15,The Last Mabelcorn
401,00:18:11.324,00:18:13.024,"of gravity falls,",S02,E15,The Last Mabelcorn
402,00:18:13.026,00:18:14.959,until i found some mysterious writing,S02,E15,The Last Mabelcorn
403,00:18:14.961,00:18:16.961,in a cave.,S02,E15,The Last Mabelcorn
404,00:18:16.963,00:18:19.597,ancient incantations about a being with answers.,S02,E15,The Last Mabelcorn
405,00:18:19.599,00:18:21.666,"it warned me not to read them,",S02,E15,The Last Mabelcorn
406,00:18:21.668,00:18:23.601,but i was desperate.,S02,E15,The Last Mabelcorn
407,00:18:23.603,00:18:26.304,"i read the inscription aloud, but nothing happened,",S02,E15,The Last Mabelcorn
408,00:18:26.306,00:18:28.239,"until later that afternoon,",S02,E15,The Last Mabelcorn
409,00:18:28.241,00:18:30.641,when i had the most peculiar dream.,S02,E15,The Last Mabelcorn
410,00:18:40.185,00:18:42.653,"hiya, smart guy. ( voice echoing )",S02,E15,The Last Mabelcorn
411,00:18:42.655,00:18:44.288,"whoa, don't have a heart attack.",S02,E15,The Last Mabelcorn
412,00:18:44.290,00:18:45.756,you're not 92 yet.,S02,E15,The Last Mabelcorn
413,00:18:45.758,00:18:47.792,who are you?,S02,E15,The Last Mabelcorn
414,00:18:47.794,00:18:50.161,"name's bill, and your name's stanford pines,",S02,E15,The Last Mabelcorn
415,00:18:50.163,00:18:51.696,the man who changed the world.,S02,E15,The Last Mabelcorn
416,00:18:51.698,00:18:53.965,but i'm getting ahead of ourselves.,S02,E15,The Last Mabelcorn
417,00:18:53.967,00:18:56.968,let's relax. care for a game of interdimensional chess?,S02,E15,The Last Mabelcorn
418,00:18:56.970,00:18:59.971,have a cup of tea. ( voice echoing ),S02,E15,The Last Mabelcorn
419,00:18:59.973,00:19:01.973,"he told me he was a muse,",S02,E15,The Last Mabelcorn
420,00:19:01.975,00:19:04.809,that he chose one brilliant mind a century to inspire.,S02,E15,The Last Mabelcorn
421,00:19:04.811,00:19:06.677,what a fool i was.,S02,E15,The Last Mabelcorn
422,00:19:06.679,00:19:10.047,blinded by his flattery and games.,S02,E15,The Last Mabelcorn
423,00:19:10.049,00:19:11.983,he became my research assistant.,S02,E15,The Last Mabelcorn
424,00:19:11.985,00:19:14.018,he was free to move in and out of my mind,S02,E15,The Last Mabelcorn
425,00:19:14.020,00:19:16.787,as he pleased; we were partners.,S02,E15,The Last Mabelcorn
426,00:19:21.393,00:19:23.394,when he told me that i could complete my research,S02,E15,The Last Mabelcorn
427,00:19:23.396,00:19:25.163,"by building a gateway to other worlds,",S02,E15,The Last Mabelcorn
428,00:19:25.165,00:19:26.964,i trusted him.,S02,E15,The Last Mabelcorn
429,00:19:26.966,00:19:29.834,he said this was the way genius happened--,S02,E15,The Last Mabelcorn
430,00:19:29.836,00:19:31.235,with a little help from a friend.,S02,E15,The Last Mabelcorn
431,00:19:31.237,00:19:32.904,it seemed that i was on the verge,S02,E15,The Last Mabelcorn
432,00:19:32.906,00:19:34.772,of my greatest achievement.,S02,E15,The Last Mabelcorn
433,00:19:36.842,00:19:38.342,until my partner got a glimpse,S02,E15,The Last Mabelcorn
434,00:19:38.344,00:19:39.810,of bill's true plans.,S02,E15,The Last Mabelcorn
435,00:19:39.812,00:19:41.913,"bill, you lied to me!",S02,E15,The Last Mabelcorn
436,00:19:41.915,00:19:44.315,where does that portal really lead?,S02,E15,The Last Mabelcorn
437,00:19:44.317,00:19:47.852,( laughs ) looks like mr. brainiac finally got smart.,S02,E15,The Last Mabelcorn
438,00:19:47.854,00:19:49.854,let's just say that when that portal finishes,S02,E15,The Last Mabelcorn
439,00:19:49.856,00:19:51.756,"charging up, your dimension is gonna learn",S02,E15,The Last Mabelcorn
440,00:19:51.758,00:19:53.724,"how to party, right, guys?",S02,E15,The Last Mabelcorn
441,00:19:53.726,00:19:55.860,( echoing laughter ),S02,E15,The Last Mabelcorn
442,00:19:55.862,00:19:58.162,no. i'll stop you. i'll shut it down!,S02,E15,The Last Mabelcorn
443,00:19:58.164,00:19:59.997,"a deal's a deal, sixer.",S02,E15,The Last Mabelcorn
444,00:19:59.999,00:20:02.466,you can't stop the bridge between our world from coming.,S02,E15,The Last Mabelcorn
445,00:20:02.468,00:20:04.068,but it would be fun to watch you try.,S02,E15,The Last Mabelcorn
446,00:20:04.070,00:20:05.369,cute even.,S02,E15,The Last Mabelcorn
447,00:20:05.371,00:20:07.838,i'd been betrayed.,S02,E15,The Last Mabelcorn
448,00:20:07.840,00:20:09.874,"i shut the portal down,",S02,E15,The Last Mabelcorn
449,00:20:09.876,00:20:12.143,severing the link between bill's world and ours.,S02,E15,The Last Mabelcorn
450,00:20:12.145,00:20:14.011,i had to hide my instructions,S02,E15,The Last Mabelcorn
451,00:20:14.013,00:20:16.147,so no one could ever finish bill's work.,S02,E15,The Last Mabelcorn
452,00:20:16.149,00:20:19.016,bill's been waiting for the gateway to reopen ever since.,S02,E15,The Last Mabelcorn
453,00:20:19.018,00:20:22.019,all he needs to do is get his hands on this rift.,S02,E15,The Last Mabelcorn
454,00:20:22.021,00:20:23.888,"to bill, it's just a game.",S02,E15,The Last Mabelcorn
455,00:20:23.890,00:20:27.758,"but to us, it would mean the end of our world.",S02,E15,The Last Mabelcorn
456,00:20:29.828,00:20:31.495,"oh, man.",S02,E15,The Last Mabelcorn
457,00:20:31.497,00:20:33.798,"""oh, man"" indeed.",S02,E15,The Last Mabelcorn
458,00:20:34.833,00:20:37.468,i'm so embarrassed about earlier.,S02,E15,The Last Mabelcorn
459,00:20:37.470,00:20:38.869,i'm such an idiot.,S02,E15,The Last Mabelcorn
460,00:20:38.871,00:20:41.138,"from now on, no more secrets between us.",S02,E15,The Last Mabelcorn
461,00:20:41.140,00:20:44.041,"we're not the first two idiots to be tricked by bill, boy,",S02,E15,The Last Mabelcorn
462,00:20:44.043,00:20:47.245,"but if we work together, we could be the last.",S02,E15,The Last Mabelcorn
463,00:20:49.047,00:20:52.049,but what about bill? i broke the machine.,S02,E15,The Last Mabelcorn
464,00:20:52.051,00:20:54.518,now we have no way to protect the shack.,S02,E15,The Last Mabelcorn
465,00:20:54.520,00:20:57.321,did someone say unicorn hair?,S02,E15,The Last Mabelcorn
466,00:20:57.323,00:20:59.790,"uh, no, actually.",S02,E15,The Last Mabelcorn
467,00:20:59.792,00:21:01.859,oh. that would've been perfect.,S02,E15,The Last Mabelcorn
468,00:21:01.861,00:21:03.394,"either way, we got some unicorn hair.",S02,E15,The Last Mabelcorn
469,00:21:03.396,00:21:06.764,"also some unicorn tears, unicorn eyelashes.",S02,E15,The Last Mabelcorn
470,00:21:06.766,00:21:08.199,they finally gave us this treasure chest,S02,E15,The Last Mabelcorn
471,00:21:08.201,00:21:09.367,to get rid of us.,S02,E15,The Last Mabelcorn
472,00:21:09.369,00:21:11.869,it can't be.,S02,E15,The Last Mabelcorn
473,00:21:11.871,00:21:13.871,"this is a great day, girls.",S02,E15,The Last Mabelcorn
474,00:21:13.873,00:21:15.840,"with this unicorn hair,",S02,E15,The Last Mabelcorn
475,00:21:15.842,00:21:17.141,we'll be able to completely shield the shack,S02,E15,The Last Mabelcorn
476,00:21:17.143,00:21:19.210,from bill's mind-reading tricks.,S02,E15,The Last Mabelcorn
477,00:21:19.212,00:21:22.947,- is it okay? - better than okay. it's perfect.,S02,E15,The Last Mabelcorn
478,00:21:22.949,00:21:25.116,you've protected your family.,S02,E15,The Last Mabelcorn
479,00:21:25.118,00:21:27.785,"you're a good person, mabel.",S02,E15,The Last Mabelcorn
480,00:21:27.787,00:21:29.820,"thanks, grunkle ford,",S02,E15,The Last Mabelcorn
481,00:21:29.822,00:21:33.057,but today i learned that morality is relative.,S02,E15,The Last Mabelcorn
482,00:21:33.059,00:21:34.825,money!,S02,E15,The Last Mabelcorn
483,00:21:43.435,00:21:44.969,perfect.,S02,E15,The Last Mabelcorn
484,00:21:44.971,00:21:47.104,this will protect us from bill.,S02,E15,The Last Mabelcorn
485,00:21:47.106,00:21:50.007,"as long as we're inside, our minds are safe.",S02,E15,The Last Mabelcorn
486,00:21:51.977,00:21:54.412,"i guess i can't possess anyone inside the shack,",S02,E15,The Last Mabelcorn
487,00:21:54.414,00:21:56.947,so i 'll just have to find my next pawn,S02,E15,The Last Mabelcorn
488,00:21:56.949,00:21:59.850,on the outside.,S02,E15,The Last Mabelcorn
1,00:00:01.615,00:00:06.150,nice. and don't forget bug spray.,S02,E16,Roadside Attraction
2,00:00:06.152,00:00:08.554,it's perfect for spraying in the face of hitchhikers.,S02,E16,Roadside Attraction
3,00:00:08.555,00:00:10.388,"whoa! an rv, camping gear.",S02,E16,Roadside Attraction
4,00:00:10.391,00:00:12.557,are you running from the law again?,S02,E16,Roadside Attraction
5,00:00:12.560,00:00:15.561,"dude, it's the ultimate oregon road trip adventure.",S02,E16,Roadside Attraction
6,00:00:15.563,00:00:18.114,"more like revenge trip. every year, my tourist",S02,E16,Roadside Attraction
7,00:00:18.114,00:00:20.666,trap competitors prank the mystery shack.,S02,E16,Roadside Attraction
8,00:00:20.667,00:00:23.868,"last year, those hooligans duct taped soos to the ceiling.",S02,E16,Roadside Attraction
9,00:00:23.870,00:00:27.640,"- that was a fun 78 hours. - well, no more. this year, we're",S02,E16,Roadside Attraction
10,00:00:27.641,00:00:30.341,"visiting every tourist trap along the redwood highway,",S02,E16,Roadside Attraction
11,00:00:30.344,00:00:32.878,and i'm gonna prank back every single one.,S02,E16,Roadside Attraction
12,00:00:32.880,00:00:36.481,bow-wow. time to let the road dawgs bark.,S02,E16,Roadside Attraction
13,00:00:36.484,00:00:39.218,that is us. we are the road dawgs.,S02,E16,Roadside Attraction
14,00:00:39.219,00:00:41.152,thanks for letting me bring candy and grenda along,S02,E16,Roadside Attraction
15,00:00:41.155,00:00:44.289,"- for our road trip, grunkle stan. - the more, the merrier.",S02,E16,Roadside Attraction
16,00:00:44.290,00:00:46.892,just sign these non-disclosure agreements.,S02,E16,Roadside Attraction
17,00:00:46.893,00:00:49.228,"none of your parents are lawyers, right?",S02,E16,Roadside Attraction
18,00:00:49.229,00:00:50.862,"what do you say, dude? you comin'?",S02,E16,Roadside Attraction
19,00:00:50.865,00:00:54.165,i already went to the trouble of packing all your stuff.,S02,E16,Roadside Attraction
20,00:00:54.167,00:00:56.234,even the stuff you kept in that secret box under the bed.,S02,E16,Roadside Attraction
21,00:00:56.237,00:00:58.936,whoa! what the...,S02,E16,Roadside Attraction
22,00:00:58.939,00:01:02.508,"- what's that? - uh, nothing.",S02,E16,Roadside Attraction
23,00:01:02.509,00:01:04.876,"just... wendy stuff, from old times.",S02,E16,Roadside Attraction
24,00:01:06.414,00:01:09.347,"bro, i thought you were finally past all this.",S02,E16,Roadside Attraction
25,00:01:09.349,00:01:12.518,"i know, i know. i know she's not interested,",S02,E16,Roadside Attraction
26,00:01:12.519,00:01:13.965,"and i know it's over, but",S02,E16,Roadside Attraction
27,00:01:13.965,00:01:16.855,how do you just turn off the way you feel about someone?,S02,E16,Roadside Attraction
28,00:01:16.856,00:01:19.424,"two words, dipper. move on.",S02,E16,Roadside Attraction
29,00:01:19.426,00:01:21.760,"yeah, dude, and a road trip's the perfect place",S02,E16,Roadside Attraction
30,00:01:21.762,00:01:23.594,to meet new people.,S02,E16,Roadside Attraction
31,00:01:27.251,00:01:29.926,_,S02,E16,Roadside Attraction
32,00:02:05.644,00:02:08.644, sync & correction by f1nc0 ~ addic7ed.com ~ ,S02,E16,Roadside Attraction
33,00:02:08.645,00:02:11.887, 2x16 - roadside attraction,S02,E16,Roadside Attraction
34,00:02:17.330,00:02:18.931,"man, rv's are amazing.",S02,E16,Roadside Attraction
35,00:02:18.932,00:02:22.967,i can't believe we're sitting at a table in a moving vehicle.,S02,E16,Roadside Attraction
36,00:02:22.969,00:02:25.503,ooh! informational travel pamphlets.,S02,E16,Roadside Attraction
37,00:02:25.506,00:02:28.507,i want to read them all and gain their travel knowledge.,S02,E16,Roadside Attraction
38,00:02:28.509,00:02:31.509,"kid, those useless pamphlets have never helped a single person.",S02,E16,Roadside Attraction
39,00:02:31.512,00:02:34.280,the only wrinkly old travel guide you'll need is me.,S02,E16,Roadside Attraction
40,00:02:34.281,00:02:37.682,now look alive. we're coming up on an attraction,S02,E16,Roadside Attraction
41,00:02:37.685,00:02:40.319,run by the most black-hearted proprietor in all of oregon.,S02,E16,Roadside Attraction
42,00:02:43.122,00:02:46.491,don't let the face fool you. this woman lit my car on fire,S02,E16,Roadside Attraction
43,00:02:46.493,00:02:48.426,on two non-consecutive occasions.,S02,E16,Roadside Attraction
44,00:02:48.429,00:02:50.162,whoa!,S02,E16,Roadside Attraction
45,00:02:50.163,00:02:54.165,"i'm going in, girls. whaaaa!",S02,E16,Roadside Attraction
46,00:02:57.356,00:03:01.227,"okay, like soos said, meet new people.",S02,E16,Roadside Attraction
47,00:03:02.930,00:03:07.365,"- so, uh, come here often? - no. i'm a tourist.",S02,E16,Roadside Attraction
48,00:03:07.367,00:03:09.502,you're funny... and cute.,S02,E16,Roadside Attraction
49,00:03:09.503,00:03:13.239,"i mean, not cute. i mean, you're not not cute.",S02,E16,Roadside Attraction
50,00:03:13.240,00:03:16.908,"whew, let me start over. my name is dopper.",S02,E16,Roadside Attraction
51,00:03:19.546,00:03:21.579,"dipper, hop to.",S02,E16,Roadside Attraction
52,00:03:21.581,00:03:24.313,this ball of yarn ain't gonna prank itself.,S02,E16,Roadside Attraction
53,00:03:30.425,00:03:32.358,"something on your mind, kiddo?",S02,E16,Roadside Attraction
54,00:03:32.360,00:03:34.926,"thinkin' about miss cold shoulder over there, huh?",S02,E16,Roadside Attraction
55,00:03:34.929,00:03:36.929,"ah, i'm so embarrassed.",S02,E16,Roadside Attraction
56,00:03:36.930,00:03:39.899,"look, earlier this summer, i ruined my chances with wendy.",S02,E16,Roadside Attraction
57,00:03:39.901,00:03:42.168,yeah. chances.,S02,E16,Roadside Attraction
58,00:03:42.170,00:03:45.603,"and i wanna move on, but i'm terrible at talking to girls.",S02,E16,Roadside Attraction
59,00:03:45.605,00:03:49.875,"the moment i open my mouth around them, i unravel like... like...",S02,E16,Roadside Attraction
60,00:03:49.877,00:03:52.877,"well, i can't think of a perfect metaphor, but you get the gist.",S02,E16,Roadside Attraction
61,00:03:52.879,00:03:56.498,"at this rate, i'm gonna grow up to be a sad loner like",S02,E16,Roadside Attraction
62,00:03:56.500,00:04:00.118,"- toby determined. - whoa, never say that about yourself.",S02,E16,Roadside Attraction
63,00:04:00.121,00:04:02.320,"lucky for you, i'm an expert on women.",S02,E16,Roadside Attraction
64,00:04:02.323,00:04:05.858,"listen to me, kid. when it comes to girls, always be confident,",S02,E16,Roadside Attraction
65,00:04:05.860,00:04:07.460,"and be funny, but not too funny.",S02,E16,Roadside Attraction
66,00:04:07.461,00:04:10.162,"and be kind of annoying, but in a loveable way.",S02,E16,Roadside Attraction
67,00:04:10.163,00:04:12.897,"i don't know, grunkle stan. this sounds kinda jerky.",S02,E16,Roadside Attraction
68,00:04:12.900,00:04:15.967,"hey, ""jerky"" is just a term non-jerks use",S02,E16,Roadside Attraction
69,00:04:15.969,00:04:18.036,to bad-mouth innocent jerks.,S02,E16,Roadside Attraction
70,00:04:18.038,00:04:21.040,"confidence, comedy, some third word starting with a ""c.""",S02,E16,Roadside Attraction
71,00:04:21.042,00:04:23.908,the three c's of the stan pines dating technique.,S02,E16,Roadside Attraction
72,00:04:23.911,00:04:26.245,"at the next tourist trap, try out my advice",S02,E16,Roadside Attraction
73,00:04:26.247,00:04:30.483,"- on the first girl you see. - cool. grunkle stan, thanks.",S02,E16,Roadside Attraction
74,00:04:30.485,00:04:32.151,"hey, i'm full of good ideas.",S02,E16,Roadside Attraction
75,00:04:32.153,00:04:35.387,"speakin' of which, everyone, now!",S02,E16,Roadside Attraction
76,00:04:42.396,00:04:45.663,"why, you gol-darned son of a no-good!",S02,E16,Roadside Attraction
77,00:04:46.167,00:04:47.810,_,S02,E16,Roadside Attraction
78,00:04:48.935,00:04:51.269,"i'll get you, stan pines!",S02,E16,Roadside Attraction
79,00:04:51.271,00:04:52.867,_,S02,E16,Roadside Attraction
80,00:04:55.108,00:04:58.944,"ah, upside-down town. the nausea capital of the state.",S02,E16,Roadside Attraction
81,00:04:58.946,00:05:01.480,"whatever you do, don't use the bathrooms.",S02,E16,Roadside Attraction
82,00:05:01.482,00:05:03.682,road dawgs!,S02,E16,Roadside Attraction
83,00:05:07.677,00:05:09.654,nice!,S02,E16,Roadside Attraction
84,00:05:09.656,00:05:11.923,- whoa! - so weird.,S02,E16,Roadside Attraction
85,00:05:20.533,00:05:24.437,"all right, kid, this is it. be confident.",S02,E16,Roadside Attraction
86,00:05:24.439,00:05:27.706,"hi. i'm dipper. crazy place, right?",S02,E16,Roadside Attraction
87,00:05:27.707,00:05:29.641,"oh, hi. i'm emma sue.",S02,E16,Roadside Attraction
88,00:05:29.644,00:05:31.543,"you know, if you pretend we're right-side up,",S02,E16,Roadside Attraction
89,00:05:31.545,00:05:34.012,it looks like everyone's hair is standing on end.,S02,E16,Roadside Attraction
90,00:05:34.014,00:05:37.182,"huh, yeah. weird, right? pretend you're screaming.",S02,E16,Roadside Attraction
91,00:05:37.185,00:05:39.485,"okay. you gotta take a picture of me, though.",S02,E16,Roadside Attraction
92,00:05:41.055,00:05:44.557,"let's see... whoa! ho ho, just kidding.",S02,E16,Roadside Attraction
93,00:05:44.558,00:05:47.659,- you are the worst. - you bet i am.,S02,E16,Roadside Attraction
94,00:05:47.661,00:05:50.528,"i'm bad, emma. kind of a jerk.",S02,E16,Roadside Attraction
95,00:05:50.531,00:05:52.031,"emma, come on. we have to get to canada",S02,E16,Roadside Attraction
96,00:05:52.033,00:05:55.367,- before your mother gives birth. - it's a long story.,S02,E16,Roadside Attraction
97,00:05:55.369,00:05:59.038,- maybe you could tell me sometime. - here's my email address.,S02,E16,Roadside Attraction
98,00:05:59.040,00:06:01.173,write me and i'll tell you all about it.,S02,E16,Roadside Attraction
99,00:06:02.541,00:06:05.744,"a girl gave me her email, and it wasn't out of pity.",S02,E16,Roadside Attraction
100,00:06:05.745,00:06:08.112,"ha ha, yes!",S02,E16,Roadside Attraction
101,00:06:08.115,00:06:12.050,ugh! i'm okay. i'm better than okay.,S02,E16,Roadside Attraction
102,00:06:12.052,00:06:13.752,"mabel, hi. there's my grenda.",S02,E16,Roadside Attraction
103,00:06:13.754,00:06:15.387,"candy, looking great, looking great.",S02,E16,Roadside Attraction
104,00:06:15.389,00:06:18.557,is that a new pair of glasses? very shiny.,S02,E16,Roadside Attraction
105,00:06:18.559,00:06:20.425,whoo!,S02,E16,Roadside Attraction
106,00:06:20.427,00:06:24.730,"maybe it's the blood pooling in my head, but dipper seems different.",S02,E16,Roadside Attraction
107,00:06:26.067,00:06:28.033,"yes, good different.",S02,E16,Roadside Attraction
108,00:06:28.035,00:06:29.634,"now, soos.",S02,E16,Roadside Attraction
109,00:06:37.677,00:06:39.711,not too upside-down now.,S02,E16,Roadside Attraction
110,00:06:39.713,00:06:45.016,- what a lovely normal home. - stan pines!,S02,E16,Roadside Attraction
111,00:06:46.720,00:06:48.620,i can't believe it worked.,S02,E16,Roadside Attraction
112,00:06:48.622,00:06:50.422,what do i do now? do i email her?,S02,E16,Roadside Attraction
113,00:06:50.423,00:06:52.358,"no, no, you practice.",S02,E16,Roadside Attraction
114,00:06:52.360,00:06:54.692,"the more girls you talk to, the better you get at it.",S02,E16,Roadside Attraction
115,00:06:54.694,00:06:57.562,"grunkle stan, these tips are priceless.",S02,E16,Roadside Attraction
116,00:06:57.564,00:07:00.165,and that's just the tip of the advice-berg.,S02,E16,Roadside Attraction
117,00:07:18.485,00:07:21.052,- everyone on board? - probably.,S02,E16,Roadside Attraction
118,00:07:24.356,00:07:27.793,guys? hello? anyone?,S02,E16,Roadside Attraction
119,00:07:27.795,00:07:30.095,they'll come back for me.,S02,E16,Roadside Attraction
120,00:07:31.197,00:07:35.768,"so then i said to the bouncer, ""where's your id, ugly?""",S02,E16,Roadside Attraction
121,00:07:35.769,00:07:37.403,that's where i got this scar.,S02,E16,Roadside Attraction
122,00:07:37.404,00:07:39.737,"grunkle stan, i gotta say,",S02,E16,Roadside Attraction
123,00:07:39.740,00:07:43.452,this was one of the best days ever. look!,S02,E16,Roadside Attraction
124,00:07:44.144,00:07:47.346,"that's the stan pines method, kid. works every time.",S02,E16,Roadside Attraction
125,00:07:47.348,00:07:50.115,"i'm just a little worried, though.",S02,E16,Roadside Attraction
126,00:07:50.117,00:07:52.784,"i mean, is it bad to flirt with this many girls at once?",S02,E16,Roadside Attraction
127,00:07:52.786,00:07:55.153,i'm just trying to get over wendy.,S02,E16,Roadside Attraction
128,00:07:55.156,00:07:56.788,i don't wanna hurt anyone's feelings.,S02,E16,Roadside Attraction
129,00:07:56.790,00:07:59.725,please. that's the best part of flirting on a road trip.,S02,E16,Roadside Attraction
130,00:07:59.726,00:08:01.694,you're not gonna see any of these gals again.,S02,E16,Roadside Attraction
131,00:08:01.696,00:08:03.562,to moving on.,S02,E16,Roadside Attraction
132,00:08:07.100,00:08:08.600,"okay, it's time for...",S02,E16,Roadside Attraction
133,00:08:08.603,00:08:10.636,truth or dare or don't!,S02,E16,Roadside Attraction
134,00:08:10.637,00:08:14.639,- i choose don't. - you always choose don't.,S02,E16,Roadside Attraction
135,00:08:14.641,00:08:20.211,- fine. uh... truth. - do you like someone?,S02,E16,Roadside Attraction
136,00:08:20.213,00:08:24.682,uh-oh. someone's blushing.,S02,E16,Roadside Attraction
137,00:08:24.685,00:08:26.752,"okay, maybe just a little.",S02,E16,Roadside Attraction
138,00:08:26.754,00:08:29.187,i don't know for sure. it just started.,S02,E16,Roadside Attraction
139,00:08:29.189,00:08:30.889,"tell us, tell us!",S02,E16,Roadside Attraction
140,00:08:30.891,00:08:35.126,"okay. it begins with a ""d,"" and ends with an ""ipper.""",S02,E16,Roadside Attraction
141,00:08:35.129,00:08:37.596,- no. - yes.,S02,E16,Roadside Attraction
142,00:08:38.865,00:08:42.533,"ready, grenda? three, two, one.",S02,E16,Roadside Attraction
143,00:08:45.373,00:08:48.528,"man, coyotes sound a lot worse than i remember.",S02,E16,Roadside Attraction
144,00:08:50.644,00:08:53.345,"candy, candy, all my life dreams are coming true right now.",S02,E16,Roadside Attraction
145,00:08:53.346,00:08:57.048,"- my brother, my best friend. - i can't breathe!",S02,E16,Roadside Attraction
146,00:08:57.051,00:09:00.085,"i'm so excited, i can't breathe!",S02,E16,Roadside Attraction
147,00:09:00.086,00:09:04.023,"i never really noticed him before, but he seems deeper lately,",S02,E16,Roadside Attraction
148,00:09:04.024,00:09:06.357,less sweaty and more charming.,S02,E16,Roadside Attraction
149,00:09:06.360,00:09:08.259,but how do i approach him?,S02,E16,Roadside Attraction
150,00:09:08.261,00:09:13.067,"don't even worry about that, can-can. mabel's got a plan.",S02,E16,Roadside Attraction
151,00:09:14.145,00:09:16.928,mabel's got a plan.,S02,E16,Roadside Attraction
152,00:09:18.672,00:09:21.039,"all right, campers, we got another day",S02,E16,Roadside Attraction
153,00:09:21.042,00:09:22.508,of breakin' laws and breakin' hearts.,S02,E16,Roadside Attraction
154,00:09:22.509,00:09:24.677,everything up until now has been a walk in the park,S02,E16,Roadside Attraction
155,00:09:24.678,00:09:26.345,compared to our next attraction.,S02,E16,Roadside Attraction
156,00:09:26.346,00:09:28.746,is it a walk in the world's biggest park?,S02,E16,Roadside Attraction
157,00:09:28.749,00:09:32.985,"sort of. there she is, kids. mystery mountain.",S02,E16,Roadside Attraction
158,00:09:34.287,00:09:36.588,"five times the size of the mystery shack,",S02,E16,Roadside Attraction
159,00:09:36.591,00:09:39.124,"and what's worse, she has real attractions.",S02,E16,Roadside Attraction
160,00:09:39.125,00:09:41.025,"oh, i have read about this place.",S02,E16,Roadside Attraction
161,00:09:41.028,00:09:44.028,"it has sky tram, and a mummy museum,",S02,E16,Roadside Attraction
162,00:09:44.030,00:09:47.700,"and sightings of half-human, half-spider creatures.",S02,E16,Roadside Attraction
163,00:09:47.701,00:09:50.702,even their made-up legends are better than ours.,S02,E16,Roadside Attraction
164,00:09:50.705,00:09:53.438,"today, the mountain falls.",S02,E16,Roadside Attraction
165,00:09:55.040,00:09:57.209,question: the backseat makes me carsick.,S02,E16,Roadside Attraction
166,00:09:57.211,00:09:58.744,can i sit up front today?,S02,E16,Roadside Attraction
167,00:09:58.745,00:10:01.413,also a question: i'm the size of two people.,S02,E16,Roadside Attraction
168,00:10:01.414,00:10:03.515,can i have a whole seat to myself?,S02,E16,Roadside Attraction
169,00:10:03.518,00:10:06.791,"- i don't know. sure. - ooh, change-up!",S02,E16,Roadside Attraction
170,00:10:08.020,00:10:10.556,"wait, that means it'll be just me and...",S02,E16,Roadside Attraction
171,00:10:10.557,00:10:14.192,- candy chu. sixth grade. - oh! hey.,S02,E16,Roadside Attraction
172,00:10:19.131,00:10:21.033,you're sitting close.,S02,E16,Roadside Attraction
173,00:10:23.203,00:10:26.438,"so dipper, i was wondering, would you maybe want",S02,E16,Roadside Attraction
174,00:10:26.440,00:10:29.674,to walk around the mystery mountain with me today?,S02,E16,Roadside Attraction
175,00:10:29.677,00:10:31.277,sure. i mean...,S02,E16,Roadside Attraction
176,00:10:31.278,00:10:35.047,"- wasn't that already the plan? - i mean, just us.",S02,E16,Roadside Attraction
177,00:10:35.048,00:10:38.171,you and me. candy and dipper.,S02,E16,Roadside Attraction
178,00:10:44.790,00:10:46.792,"all right, road dawgs, i got five bucks",S02,E16,Roadside Attraction
179,00:10:46.793,00:10:51.062,"for whoever can tip the big blue ox. go, go, go.",S02,E16,Roadside Attraction
